,Case ID,Activity,type,Start Timestamp,Complete Timestamp,Resource,Event Duration
5149,1406,NextCall,CarRequest,2018-01-15 14:59:00,2018-01-15 14:59:00,System,0 days 00:00:00.000000000
5150,1406,AcceptCarReq,CarRequest,2018-01-15 14:59:00,2018-01-15 14:59:00,System,0 days 00:00:00.000000000
5151,1387,ProcessNextCarReq,CarRequest,2018-01-15 15:02:00,2018-01-15 15:22:00,Chandler,0 days 00:20:00.000000000
5152,1377,DoneCarReq,CarRequest,2018-01-15 15:02:00,2018-01-15 15:02:00,System,0 days 00:00:00.000000000
5153,1390,DoneDriverReq,DriverRequest,2018-01-15 15:03:00,2018-01-15 15:03:00,System,0 days 00:00:00.000000000
5154,1398,ProcessNextdriverReq,DriverRequest,2018-01-15 15:03:00,2018-01-15 15:26:00,Pheobi,0 days 00:23:00.000000000
5155,1379,DoneCarReq,CarRequest,2018-01-15 15:05:00,2018-01-15 15:05:00,System,0 days 00:00:00.000000000
5156,1391,ProcessNextCarReq,CarRequest,2018-01-15 15:05:00,2018-01-15 15:25:00,Monika,0 days 00:20:00.000000000
5157,1394,ProcessNextCarReq,CarRequest,2018-01-15 15:07:00,2018-01-15 15:28:00,Ross,0 days 00:21:00.000000000
5158,1385,DoneCarReq,CarRequest,2018-01-15 15:07:00,2018-01-15 15:07:00,System,0 days 00:00:00.000000000
5159,1403,ProcessNextdriverReq,DriverRequest,2018-01-15 15:15:00,2018-01-15 15:43:00,Joe,0 days 00:28:00.000000000
5160,1397,DoneDriverReq,DriverRequest,2018-01-15 15:15:00,2018-01-15 15:15:00,System,0 days 00:00:00.000000000
5161,1387,DoneCarReq,CarRequest,2018-01-15 15:22:00,2018-01-15 15:22:00,System,0 days 00:00:00.000000000
5162,1399,ProcessNextCarReq,CarRequest,2018-01-15 15:22:00,2018-01-15 15:43:00,Chandler,0 days 00:21:00.000000000
5163,1402,ProcessNextCarReq,CarRequest,2018-01-15 15:25:00,2018-01-15 15:48:00,Monika,0 days 00:23:00.000000000
5164,1391,DoneCarReq,CarRequest,2018-01-15 15:25:00,2018-01-15 15:25:00,System,0 days 00:00:00.000000000
5165,1398,DoneDriverReq,DriverRequest,2018-01-15 15:26:00,2018-01-15 15:26:00,System,0 days 00:00:00.000000000
5166,1394,DoneCarReq,CarRequest,2018-01-15 15:28:00,2018-01-15 15:28:00,System,0 days 00:00:00.000000000
5167,1406,ProcessNextCarReq,CarRequest,2018-01-15 15:28:00,2018-01-15 15:55:00,Ross,0 days 00:27:00.000000000
5168,1403,DoneDriverReq,DriverRequest,2018-01-15 15:43:00,2018-01-15 15:43:00,System,0 days 00:00:00.000000000
5169,1399,DoneCarReq,CarRequest,2018-01-15 15:43:00,2018-01-15 15:43:00,System,0 days 00:00:00.000000000
5170,1402,DoneCarReq,CarRequest,2018-01-15 15:48:00,2018-01-15 15:48:00,System,0 days 00:00:00.000000000
5171,1406,DoneCarReq,CarRequest,2018-01-15 15:55:00,2018-01-15 15:55:00,System,0 days 00:00:00.000000000
5172,1407,NextCall,DriverRequest,2018-01-15 15:59:00,2018-01-15 15:59:00,System,0 days 00:00:00.000000000
5173,1407,AcceptDriverReq,DriverRequest,2018-01-15 15:59:00,2018-01-15 16:27:00,System,0 days 00:28:00.000000000
5174,1407,ProcessNextdriverReq,DriverRequest,2018-01-15 15:59:00,2018-01-15 16:27:00,Joe,0 days 00:28:00.000000000
5175,1407,DoneDriverReq,DriverRequest,2018-01-15 16:27:00,2018-01-15 16:27:00,System,0 days 00:00:00.000000000
5176,1408,NextCall,DriverRequest,2018-01-15 17:01:00,2018-01-15 17:01:00,System,0 days 00:00:00.000000000
5177,1408,AcceptDriverReq,DriverRequest,2018-01-15 17:01:00,2018-01-15 17:28:00,System,0 days 00:27:00.000000000
5178,1408,ProcessNextdriverReq,DriverRequest,2018-01-15 17:01:00,2018-01-15 17:28:00,Pheobi,0 days 00:27:00.000000000
5179,1409,NextCall,CarRequest,2018-01-15 17:03:00,2018-01-15 17:03:00,System,0 days 00:00:00.000000000
5180,1409,AcceptCarReq,CarRequest,2018-01-15 17:03:00,2018-01-15 17:03:00,System,0 days 00:00:00.000000000
5181,1409,ProcessNextCarReq,CarRequest,2018-01-15 17:03:00,2018-01-15 17:31:00,Ross,0 days 00:28:00.000000000
5182,1410,NextCall,CarRequest,2018-01-15 17:06:00,2018-01-15 17:06:00,System,0 days 00:00:00.000000000
5183,1410,AcceptCarReq,CarRequest,2018-01-15 17:06:00,2018-01-15 17:06:00,System,0 days 00:00:00.000000000
5184,1410,ProcessNextCarReq,CarRequest,2018-01-15 17:06:00,2018-01-15 17:33:00,Chandler,0 days 00:27:00.000000000
5185,1411,NextCall,CarRequest,2018-01-15 17:09:00,2018-01-15 17:09:00,System,0 days 00:00:00.000000000
5186,1411,AcceptCarReq,CarRequest,2018-01-15 17:09:00,2018-01-15 17:09:00,System,0 days 00:00:00.000000000
5187,1411,ProcessNextCarReq,CarRequest,2018-01-15 17:09:00,2018-01-15 17:36:00,Monika,0 days 00:27:00.000000000
5188,1412,NextCall,DriverRequest,2018-01-15 17:11:00,2018-01-15 17:11:00,System,0 days 00:00:00.000000000
5189,1412,AcceptDriverReq,DriverRequest,2018-01-15 17:11:00,2018-01-15 17:39:00,System,0 days 00:28:00.000000000
5190,1412,ProcessNextdriverReq,DriverRequest,2018-01-15 17:11:00,2018-01-15 17:39:00,Joe,0 days 00:28:00.000000000
5191,1413,NextCall,CarRequest,2018-01-15 17:14:00,2018-01-15 17:14:00,System,0 days 00:00:00.000000000
5192,1413,AcceptCarReq,CarRequest,2018-01-15 17:14:00,2018-01-15 17:14:00,System,0 days 00:00:00.000000000
5193,1414,NextCall,CarRequest,2018-01-15 17:17:00,2018-01-15 17:17:00,System,0 days 00:00:00.000000000
5194,1414,AcceptCarReq,CarRequest,2018-01-15 17:17:00,2018-01-15 17:17:00,System,0 days 00:00:00.000000000
5195,1415,NextCall,DriverRequest,2018-01-15 17:19:00,2018-01-15 17:19:00,System,0 days 00:00:00.000000000
5196,1415,AcceptDriverReq,DriverRequest,2018-01-15 17:19:00,2018-01-15 17:47:00,System,0 days 00:28:00.000000000
5197,1416,NextCall,DriverRequest,2018-01-15 17:22:00,2018-01-15 17:22:00,System,0 days 00:00:00.000000000
5198,1416,AcceptDriverReq,DriverRequest,2018-01-15 17:22:00,2018-01-15 17:45:00,System,0 days 00:23:00.000000000
5199,1417,NextCall,DriverRequest,2018-01-15 17:25:00,2018-01-15 17:25:00,System,0 days 00:00:00.000000000
5200,1417,AcceptDriverReq,DriverRequest,2018-01-15 17:25:00,2018-01-15 17:46:00,System,0 days 00:21:00.000000000
5201,1418,NextCall,DriverRequest,2018-01-15 17:27:00,2018-01-15 17:27:00,System,0 days 00:00:00.000000000
5202,1418,AcceptDriverReq,DriverRequest,2018-01-15 17:27:00,2018-01-15 17:48:00,System,0 days 00:21:00.000000000
5203,1415,ProcessNextdriverReq,DriverRequest,2018-01-15 17:28:00,2018-01-15 17:48:00,Pheobi,0 days 00:20:00.000000000
5204,1408,DoneDriverReq,DriverRequest,2018-01-15 17:28:00,2018-01-15 17:28:00,System,0 days 00:00:00.000000000
5205,1419,NextCall,CarRequest,2018-01-15 17:30:00,2018-01-15 17:30:00,System,0 days 00:00:00.000000000
5206,1419,AcceptCarReq,CarRequest,2018-01-15 17:30:00,2018-01-15 17:30:00,System,0 days 00:00:00.000000000
5207,1409,DoneCarReq,CarRequest,2018-01-15 17:31:00,2018-01-15 17:31:00,System,0 days 00:00:00.000000000
5208,1413,ProcessNextCarReq,CarRequest,2018-01-15 17:31:00,2018-01-15 17:52:00,Ross,0 days 00:21:00.000000000
5209,1420,NextCall,DriverRequest,2018-01-15 17:33:00,2018-01-15 17:33:00,System,0 days 00:00:00.000000000
5210,1420,AcceptDriverReq,DriverRequest,2018-01-15 17:33:00,2018-01-15 17:53:00,System,0 days 00:20:00.000000000
5211,1414,ProcessNextCarReq,CarRequest,2018-01-15 17:33:00,2018-01-15 17:57:00,Chandler,0 days 00:24:00.000000000
5212,1410,DoneCarReq,CarRequest,2018-01-15 17:33:00,2018-01-15 17:33:00,System,0 days 00:00:00.000000000
5213,1421,NextCall,CarRequest,2018-01-15 17:35:00,2018-01-15 17:35:00,System,0 days 00:00:00.000000000
5214,1421,AcceptCarReq,CarRequest,2018-01-15 17:35:00,2018-01-15 17:35:00,System,0 days 00:00:00.000000000
5215,1411,DoneCarReq,CarRequest,2018-01-15 17:36:00,2018-01-15 17:36:00,System,0 days 00:00:00.000000000
5216,1419,ProcessNextCarReq,CarRequest,2018-01-15 17:36:00,2018-01-15 17:59:00,Monika,0 days 00:23:00.000000000
5217,1422,NextCall,DriverRequest,2018-01-15 17:38:00,2018-01-15 17:38:00,System,0 days 00:00:00.000000000
5218,1422,AcceptDriverReq,DriverRequest,2018-01-15 17:38:00,2018-01-15 17:58:00,System,0 days 00:20:00.000000000
5219,1412,DoneDriverReq,DriverRequest,2018-01-15 17:39:00,2018-01-15 17:39:00,System,0 days 00:00:00.000000000
5220,1416,ProcessNextdriverReq,DriverRequest,2018-01-15 17:39:00,2018-01-15 17:59:00,Joe,0 days 00:20:00.000000000
5221,1423,NextCall,DriverRequest,2018-01-15 17:41:00,2018-01-15 17:41:00,System,0 days 00:00:00.000000000
5222,1423,AcceptDriverReq,DriverRequest,2018-01-15 17:41:00,2018-01-15 18:01:00,System,0 days 00:20:00.000000000
5223,1424,NextCall,CarRequest,2018-01-15 17:44:00,2018-01-15 17:44:00,System,0 days 00:00:00.000000000
5224,1424,AcceptCarReq,CarRequest,2018-01-15 17:44:00,2018-01-15 17:44:00,System,0 days 00:00:00.000000000
5225,1425,NextCall,CarRequest,2018-01-15 17:46:00,2018-01-15 17:46:00,System,0 days 00:00:00.000000000
5226,1425,AcceptCarReq,CarRequest,2018-01-15 17:46:00,2018-01-15 17:46:00,System,0 days 00:00:00.000000000
5227,1415,DoneDriverReq,DriverRequest,2018-01-15 17:48:00,2018-01-15 17:48:00,System,0 days 00:00:00.000000000
5228,1417,ProcessNextdriverReq,DriverRequest,2018-01-15 17:48:00,2018-01-15 18:08:00,Pheobi,0 days 00:20:00.000000000
5229,1426,NextCall,CarRequest,2018-01-15 17:49:00,2018-01-15 17:49:00,System,0 days 00:00:00.000000000
5230,1426,AcceptCarReq,CarRequest,2018-01-15 17:49:00,2018-01-15 17:49:00,System,0 days 00:00:00.000000000
5231,1427,NextCall,CarRequest,2018-01-15 17:52:00,2018-01-15 17:52:00,System,0 days 00:00:00.000000000
5232,1427,AcceptCarReq,CarRequest,2018-01-15 17:52:00,2018-01-15 17:52:00,System,0 days 00:00:00.000000000
5233,1421,ProcessNextCarReq,CarRequest,2018-01-15 17:52:00,2018-01-15 18:12:00,Ross,0 days 00:20:00.000000000
5234,1413,DoneCarReq,CarRequest,2018-01-15 17:52:00,2018-01-15 17:52:00,System,0 days 00:00:00.000000000
5235,1428,NextCall,CarRequest,2018-01-15 17:54:00,2018-01-15 17:54:00,System,0 days 00:00:00.000000000
5236,1428,AcceptCarReq,CarRequest,2018-01-15 17:54:00,2018-01-15 17:54:00,System,0 days 00:00:00.000000000
5237,1414,DoneCarReq,CarRequest,2018-01-15 17:57:00,2018-01-15 17:57:00,System,0 days 00:00:00.000000000
5238,1424,ProcessNextCarReq,CarRequest,2018-01-15 17:57:00,2018-01-15 18:16:00,Chandler,0 days 00:19:00.000000000
5239,1429,NextCall,CarRequest,2018-01-15 17:57:00,2018-01-15 17:57:00,System,0 days 00:00:00.000000000
5240,1429,AcceptCarReq,CarRequest,2018-01-15 17:57:00,2018-01-15 17:57:00,System,0 days 00:00:00.000000000
5241,1418,ProcessNextdriverReq,DriverRequest,2018-01-15 17:59:00,2018-01-15 18:19:00,Joe,0 days 00:20:00.000000000
5242,1416,DoneDriverReq,DriverRequest,2018-01-15 17:59:00,2018-01-15 17:59:00,System,0 days 00:00:00.000000000
5243,1419,DoneCarReq,CarRequest,2018-01-15 17:59:00,2018-01-15 17:59:00,System,0 days 00:00:00.000000000
5244,1425,ProcessNextCarReq,CarRequest,2018-01-15 17:59:00,2018-01-15 18:19:00,Monika,0 days 00:20:00.000000000
5245,1420,ProcessNextdriverReq,DriverRequest,2018-01-15 18:08:00,2018-01-15 18:30:00,Pheobi,0 days 00:22:00.000000000
5246,1417,DoneDriverReq,DriverRequest,2018-01-15 18:08:00,2018-01-15 18:08:00,System,0 days 00:00:00.000000000
5247,1421,DoneCarReq,CarRequest,2018-01-15 18:12:00,2018-01-15 18:12:00,System,0 days 00:00:00.000000000
5248,1426,ProcessNextCarReq,CarRequest,2018-01-15 18:12:00,2018-01-15 18:32:00,Ross,0 days 00:20:00.000000000
5249,1427,ProcessNextCarReq,CarRequest,2018-01-15 18:16:00,2018-01-15 18:38:00,Chandler,0 days 00:22:00.000000000
5250,1424,DoneCarReq,CarRequest,2018-01-15 18:16:00,2018-01-15 18:16:00,System,0 days 00:00:00.000000000
5251,1418,DoneDriverReq,DriverRequest,2018-01-15 18:19:00,2018-01-15 18:19:00,System,0 days 00:00:00.000000000
5252,1422,ProcessNextdriverReq,DriverRequest,2018-01-15 18:19:00,2018-01-15 18:42:00,Joe,0 days 00:23:00.000000000
5253,1428,ProcessNextCarReq,CarRequest,2018-01-15 18:19:00,2018-01-15 18:42:00,Monika,0 days 00:23:00.000000000
5254,1425,DoneCarReq,CarRequest,2018-01-15 18:19:00,2018-01-15 18:19:00,System,0 days 00:00:00.000000000
5255,1423,ProcessNextdriverReq,DriverRequest,2018-01-15 18:30:00,2018-01-15 18:57:00,Pheobi,0 days 00:27:00.000000000
5256,1420,DoneDriverReq,DriverRequest,2018-01-15 18:30:00,2018-01-15 18:30:00,System,0 days 00:00:00.000000000
5257,1429,ProcessNextCarReq,CarRequest,2018-01-15 18:32:00,2018-01-15 19:00:00,Ross,0 days 00:28:00.000000000
5258,1426,DoneCarReq,CarRequest,2018-01-15 18:32:00,2018-01-15 18:32:00,System,0 days 00:00:00.000000000
5259,1427,DoneCarReq,CarRequest,2018-01-15 18:38:00,2018-01-15 18:38:00,System,0 days 00:00:00.000000000
5260,1422,DoneDriverReq,DriverRequest,2018-01-15 18:42:00,2018-01-15 18:42:00,System,0 days 00:00:00.000000000
5261,1428,DoneCarReq,CarRequest,2018-01-15 18:42:00,2018-01-15 18:42:00,System,0 days 00:00:00.000000000
5262,1423,DoneDriverReq,DriverRequest,2018-01-15 18:57:00,2018-01-15 18:57:00,System,0 days 00:00:00.000000000
5263,1429,DoneCarReq,CarRequest,2018-01-15 19:00:00,2018-01-15 19:00:00,System,0 days 00:00:00.000000000
5264,1430,NextCall,DriverRequest,2018-01-16 08:57:00,2018-01-16 08:57:00,System,0 days 00:00:00.000000000
5265,1430,AcceptDriverReq,DriverRequest,2018-01-16 08:57:00,2018-01-16 09:24:00,System,0 days 00:27:00.000000000
5266,1430,ProcessNextdriverReq,DriverRequest,2018-01-16 08:57:00,2018-01-16 09:24:00,Pheobi,0 days 00:27:00.000000000
5267,1430,DoneDriverReq,DriverRequest,2018-01-16 09:24:00,2018-01-16 09:24:00,System,0 days 00:00:00.000000000
5268,1431,NextCall,CarRequest,2018-01-16 09:57:00,2018-01-16 09:57:00,System,0 days 00:00:00.000000000
5269,1431,AcceptCarReq,CarRequest,2018-01-16 09:57:00,2018-01-16 09:57:00,System,0 days 00:00:00.000000000
5270,1431,ProcessNextCarReq,CarRequest,2018-01-16 09:57:00,2018-01-16 10:25:00,Ross,0 days 00:28:00.000000000
5271,1432,NextCall,CarRequest,2018-01-16 09:59:00,2018-01-16 09:59:00,System,0 days 00:00:00.000000000
5272,1432,AcceptCarReq,CarRequest,2018-01-16 09:59:00,2018-01-16 09:59:00,System,0 days 00:00:00.000000000
5273,1432,ProcessNextCarReq,CarRequest,2018-01-16 09:59:00,2018-01-16 10:26:00,Chandler,0 days 00:27:00.000000000
5274,1431,DoneCarReq,CarRequest,2018-01-16 10:25:00,2018-01-16 10:25:00,System,0 days 00:00:00.000000000
5275,1432,DoneCarReq,CarRequest,2018-01-16 10:26:00,2018-01-16 10:26:00,System,0 days 00:00:00.000000000
5276,1433,NextCall,DriverRequest,2018-01-16 11:00:00,2018-01-16 11:00:00,System,0 days 00:00:00.000000000
5277,1433,AcceptDriverReq,DriverRequest,2018-01-16 11:00:00,2018-01-16 11:27:00,System,0 days 00:27:00.000000000
5278,1433,ProcessNextdriverReq,DriverRequest,2018-01-16 11:00:00,2018-01-16 11:27:00,Pheobi,0 days 00:27:00.000000000
5279,1434,NextCall,CarRequest,2018-01-16 11:01:00,2018-01-16 11:01:00,System,0 days 00:00:00.000000000
5280,1434,AcceptCarReq,CarRequest,2018-01-16 11:01:00,2018-01-16 11:01:00,System,0 days 00:00:00.000000000
5281,1434,ProcessNextCarReq,CarRequest,2018-01-16 11:01:00,2018-01-16 11:29:00,Monika,0 days 00:28:00.000000000
5282,1435,NextCall,DriverRequest,2018-01-16 11:03:00,2018-01-16 11:03:00,System,0 days 00:00:00.000000000
5283,1435,AcceptDriverReq,DriverRequest,2018-01-16 11:03:00,2018-01-16 11:30:00,System,0 days 00:27:00.000000000
5284,1435,ProcessNextdriverReq,DriverRequest,2018-01-16 11:03:00,2018-01-16 11:30:00,Joe,0 days 00:27:00.000000000
5285,1436,NextCall,CarRequest,2018-01-16 11:04:00,2018-01-16 11:04:00,System,0 days 00:00:00.000000000
5286,1436,AcceptCarReq,CarRequest,2018-01-16 11:04:00,2018-01-16 11:04:00,System,0 days 00:00:00.000000000
5287,1436,ProcessNextCarReq,CarRequest,2018-01-16 11:04:00,2018-01-16 11:31:00,Chandler,0 days 00:27:00.000000000
5288,1437,NextCall,DriverRequest,2018-01-16 11:05:00,2018-01-16 11:05:00,System,0 days 00:00:00.000000000
5289,1437,AcceptDriverReq,DriverRequest,2018-01-16 11:05:00,2018-01-16 11:33:00,System,0 days 00:28:00.000000000
5290,1438,NextCall,CarRequest,2018-01-16 11:07:00,2018-01-16 11:07:00,System,0 days 00:00:00.000000000
5291,1438,AcceptCarReq,CarRequest,2018-01-16 11:07:00,2018-01-16 11:07:00,System,0 days 00:00:00.000000000
5292,1438,ProcessNextCarReq,CarRequest,2018-01-16 11:07:00,2018-01-16 11:34:00,Ross,0 days 00:27:00.000000000
5293,1439,NextCall,CarRequest,2018-01-16 11:08:00,2018-01-16 11:08:00,System,0 days 00:00:00.000000000
5294,1439,AcceptCarReq,CarRequest,2018-01-16 11:08:00,2018-01-16 11:08:00,System,0 days 00:00:00.000000000
5295,1440,NextCall,DriverRequest,2018-01-16 11:09:00,2018-01-16 11:09:00,System,0 days 00:00:00.000000000
5296,1440,AcceptDriverReq,DriverRequest,2018-01-16 11:09:00,2018-01-16 11:32:00,System,0 days 00:23:00.000000000
5297,1441,NextCall,CarRequest,2018-01-16 11:11:00,2018-01-16 11:11:00,System,0 days 00:00:00.000000000
5298,1441,AcceptCarReq,CarRequest,2018-01-16 11:11:00,2018-01-16 11:11:00,System,0 days 00:00:00.000000000
5299,1442,NextCall,DriverRequest,2018-01-16 11:12:00,2018-01-16 11:12:00,System,0 days 00:00:00.000000000
5300,1442,AcceptDriverReq,DriverRequest,2018-01-16 11:12:00,2018-01-16 11:33:00,System,0 days 00:21:00.000000000
5301,1443,NextCall,CarRequest,2018-01-16 11:13:00,2018-01-16 11:13:00,System,0 days 00:00:00.000000000
5302,1443,AcceptCarReq,CarRequest,2018-01-16 11:13:00,2018-01-16 11:13:00,System,0 days 00:00:00.000000000
5303,1444,NextCall,CarRequest,2018-01-16 11:15:00,2018-01-16 11:15:00,System,0 days 00:00:00.000000000
5304,1444,AcceptCarReq,CarRequest,2018-01-16 11:15:00,2018-01-16 11:15:00,System,0 days 00:00:00.000000000
5305,1445,NextCall,CarRequest,2018-01-16 11:16:00,2018-01-16 11:16:00,System,0 days 00:00:00.000000000
5306,1445,AcceptCarReq,CarRequest,2018-01-16 11:16:00,2018-01-16 11:16:00,System,0 days 00:00:00.000000000
5307,1446,NextCall,DriverRequest,2018-01-16 11:17:00,2018-01-16 11:17:00,System,0 days 00:00:00.000000000
5308,1446,AcceptDriverReq,DriverRequest,2018-01-16 11:17:00,2018-01-16 11:38:00,System,0 days 00:21:00.000000000
5309,1447,NextCall,DriverRequest,2018-01-16 11:19:00,2018-01-16 11:19:00,System,0 days 00:00:00.000000000
5310,1447,AcceptDriverReq,DriverRequest,2018-01-16 11:19:00,2018-01-16 11:38:00,System,0 days 00:19:00.000000000
5311,1448,NextCall,CarRequest,2018-01-16 11:20:00,2018-01-16 11:20:00,System,0 days 00:00:00.000000000
5312,1448,AcceptCarReq,CarRequest,2018-01-16 11:20:00,2018-01-16 11:20:00,System,0 days 00:00:00.000000000
5313,1449,NextCall,CarRequest,2018-01-16 11:21:00,2018-01-16 11:21:00,System,0 days 00:00:00.000000000
5314,1449,AcceptCarReq,CarRequest,2018-01-16 11:21:00,2018-01-16 11:21:00,System,0 days 00:00:00.000000000
5315,1450,NextCall,CarRequest,2018-01-16 11:23:00,2018-01-16 11:23:00,System,0 days 00:00:00.000000000
5316,1450,AcceptCarReq,CarRequest,2018-01-16 11:23:00,2018-01-16 11:23:00,System,0 days 00:00:00.000000000
5317,1451,NextCall,CarRequest,2018-01-16 11:24:00,2018-01-16 11:24:00,System,0 days 00:00:00.000000000
5318,1451,AcceptCarReq,CarRequest,2018-01-16 11:24:00,2018-01-16 11:24:00,System,0 days 00:00:00.000000000
5319,1452,NextCall,DriverRequest,2018-01-16 11:25:00,2018-01-16 11:25:00,System,0 days 00:00:00.000000000
5320,1452,AcceptDriverReq,DriverRequest,2018-01-16 11:25:00,2018-01-16 11:45:00,System,0 days 00:20:00.000000000
5321,1453,NextCall,CarRequest,2018-01-16 11:27:00,2018-01-16 11:27:00,System,0 days 00:00:00.000000000
5322,1453,AcceptCarReq,CarRequest,2018-01-16 11:27:00,2018-01-16 11:27:00,System,0 days 00:00:00.000000000
5323,1437,ProcessNextdriverReq,DriverRequest,2018-01-16 11:27:00,2018-01-16 11:47:00,Pheobi,0 days 00:20:00.000000000
5324,1433,DoneDriverReq,DriverRequest,2018-01-16 11:27:00,2018-01-16 11:27:00,System,0 days 00:00:00.000000000
5325,1454,NextCall,DriverRequest,2018-01-16 11:28:00,2018-01-16 11:28:00,System,0 days 00:00:00.000000000
5326,1454,AcceptDriverReq,DriverRequest,2018-01-16 11:28:00,2018-01-16 11:47:00,System,0 days 00:19:00.000000000
5327,1434,DoneCarReq,CarRequest,2018-01-16 11:29:00,2018-01-16 11:29:00,System,0 days 00:00:00.000000000
5328,1439,ProcessNextCarReq,CarRequest,2018-01-16 11:29:00,2018-01-16 11:47:00,Monika,0 days 00:18:00.000000000
5329,1455,NextCall,CarRequest,2018-01-16 11:29:00,2018-01-16 11:29:00,System,0 days 00:00:00.000000000
5330,1455,AcceptCarReq,CarRequest,2018-01-16 11:29:00,2018-01-16 11:29:00,System,0 days 00:00:00.000000000
5331,1435,DoneDriverReq,DriverRequest,2018-01-16 11:30:00,2018-01-16 11:30:00,System,0 days 00:00:00.000000000
5332,1440,ProcessNextdriverReq,DriverRequest,2018-01-16 11:30:00,2018-01-16 11:49:00,Joe,0 days 00:19:00.000000000
5333,1456,NextCall,CarRequest,2018-01-16 11:31:00,2018-01-16 11:31:00,System,0 days 00:00:00.000000000
5334,1456,AcceptCarReq,CarRequest,2018-01-16 11:31:00,2018-01-16 11:31:00,System,0 days 00:00:00.000000000
5335,1441,ProcessNextCarReq,CarRequest,2018-01-16 11:31:00,2018-01-16 11:49:00,Chandler,0 days 00:18:00.000000000
5336,1436,DoneCarReq,CarRequest,2018-01-16 11:31:00,2018-01-16 11:31:00,System,0 days 00:00:00.000000000
5337,1457,NextCall,DriverRequest,2018-01-16 11:32:00,2018-01-16 11:32:00,System,0 days 00:00:00.000000000
5338,1457,AcceptDriverReq,DriverRequest,2018-01-16 11:32:00,2018-01-16 11:51:00,System,0 days 00:19:00.000000000
5339,1458,NextCall,CarRequest,2018-01-16 11:33:00,2018-01-16 11:33:00,System,0 days 00:00:00.000000000
5340,1458,AcceptCarReq,CarRequest,2018-01-16 11:33:00,2018-01-16 11:33:00,System,0 days 00:00:00.000000000
5341,1443,ProcessNextCarReq,CarRequest,2018-01-16 11:34:00,2018-01-16 11:52:00,Ross,0 days 00:18:00.000000000
5342,1438,DoneCarReq,CarRequest,2018-01-16 11:34:00,2018-01-16 11:34:00,System,0 days 00:00:00.000000000
5343,1459,NextCall,DriverRequest,2018-01-16 11:35:00,2018-01-16 11:35:00,System,0 days 00:00:00.000000000
5344,1459,AcceptDriverReq,DriverRequest,2018-01-16 11:35:00,2018-01-16 11:54:00,System,0 days 00:19:00.000000000
5345,1460,NextCall,CarRequest,2018-01-16 11:36:00,2018-01-16 11:36:00,System,0 days 00:00:00.000000000
5346,1460,AcceptCarReq,CarRequest,2018-01-16 11:36:00,2018-01-16 11:36:00,System,0 days 00:00:00.000000000
5347,1461,NextCall,CarRequest,2018-01-16 11:37:00,2018-01-16 11:37:00,System,0 days 00:00:00.000000000
5348,1461,AcceptCarReq,CarRequest,2018-01-16 11:37:00,2018-01-16 11:37:00,System,0 days 00:00:00.000000000
5349,1462,NextCall,CarRequest,2018-01-16 11:39:00,2018-01-16 11:39:00,System,0 days 00:00:00.000000000
5350,1462,AcceptCarReq,CarRequest,2018-01-16 11:39:00,2018-01-16 11:39:00,System,0 days 00:00:00.000000000
5351,1463,NextCall,CarRequest,2018-01-16 11:40:00,2018-01-16 11:40:00,System,0 days 00:00:00.000000000
5352,1463,AcceptCarReq,CarRequest,2018-01-16 11:40:00,2018-01-16 11:40:00,System,0 days 00:00:00.000000000
5353,1464,NextCall,CarRequest,2018-01-16 11:41:00,2018-01-16 11:41:00,System,0 days 00:00:00.000000000
5354,1464,AcceptCarReq,CarRequest,2018-01-16 11:41:00,2018-01-16 11:41:00,System,0 days 00:00:00.000000000
5355,1465,NextCall,DriverRequest,2018-01-16 11:43:00,2018-01-16 11:43:00,System,0 days 00:00:00.000000000
5356,1465,AcceptDriverReq,DriverRequest,2018-01-16 11:43:00,2018-01-16 12:01:00,System,0 days 00:18:00.000000000
5357,1466,NextCall,CarRequest,2018-01-16 11:44:00,2018-01-16 11:44:00,System,0 days 00:00:00.000000000
5358,1466,RejectCall,CarRequest,2018-01-16 11:44:00,2018-01-16 11:44:00,System,0 days 00:00:00.000000000
5359,1467,NextCall,CarRequest,2018-01-16 11:45:00,2018-01-16 11:45:00,System,0 days 00:00:00.000000000
5360,1467,RejectCall,CarRequest,2018-01-16 11:45:00,2018-01-16 11:45:00,System,0 days 00:00:00.000000000
5361,1437,DoneDriverReq,DriverRequest,2018-01-16 11:47:00,2018-01-16 11:47:00,System,0 days 00:00:00.000000000
5362,1442,ProcessNextdriverReq,DriverRequest,2018-01-16 11:47:00,2018-01-16 12:05:00,Pheobi,0 days 00:18:00.000000000
5363,1468,NextCall,CarRequest,2018-01-16 11:47:00,2018-01-16 11:47:00,System,0 days 00:00:00.000000000
5364,1468,AcceptCarReq,CarRequest,2018-01-16 11:47:00,2018-01-16 11:47:00,System,0 days 00:00:00.000000000
5365,1444,ProcessNextCarReq,CarRequest,2018-01-16 11:47:00,2018-01-16 12:05:00,Monika,0 days 00:18:00.000000000
5366,1439,DoneCarReq,CarRequest,2018-01-16 11:47:00,2018-01-16 11:47:00,System,0 days 00:00:00.000000000
5367,1469,NextCall,DriverRequest,2018-01-16 11:48:00,2018-01-16 11:48:00,System,0 days 00:00:00.000000000
5368,1469,RejectCall,DriverRequest,2018-01-16 11:48:00,2018-01-16 11:48:00,System,0 days 00:00:00.000000000
