case,event,startTime,completeTime,simulated:logProbability,concept:simulated
1248,Low Med Check,2021-12-23 00:23:11.835,2021-12-23 00:23:11.835,-5.375278407684165,True
1248,Low Ins check,2021-12-23 01:23:11.835,2021-12-23 01:23:11.835,-5.375278407684165,True
1248,Low Claim Join,2021-12-23 02:23:11.835,2021-12-23 02:23:11.835,-5.375278407684165,True
1248,Prepare Not,2021-12-23 03:23:11.835,2021-12-23 03:23:11.835,-5.375278407684165,True
1248,Post,2021-12-23 04:23:11.835,2021-12-23 04:23:11.835,-5.375278407684165,True
1248,Phone,2021-12-23 05:23:11.835,2021-12-23 05:23:11.835,-5.375278407684165,True
1248,Receive Response,2021-12-23 06:23:11.835,2021-12-23 06:23:11.835,-5.375278407684165,True
1248,Archive,2021-12-23 07:23:11.835,2021-12-23 07:23:11.835,-5.375278407684165,True
1249,Register Claim,2021-12-22 20:24:29.064,2021-12-22 20:24:29.064,-3.58351893845611,True
1249,Decide High,2021-12-22 21:24:29.064,2021-12-22 21:24:29.064,-3.58351893845611,True
1249,Prepare Questionaire,2021-12-22 22:24:29.064,2021-12-22 22:24:29.064,-3.58351893845611,True
1249,Send Questionaire,2021-12-22 23:24:29.064,2021-12-22 23:24:29.064,-3.58351893845611,True
1249,Insurance Check,2021-12-23 00:24:29.064,2021-12-23 00:24:29.064,-3.58351893845611,True
1249,Medical Check,2021-12-23 01:24:29.064,2021-12-23 01:24:29.064,-3.58351893845611,True
1249,Contact Hospital,2021-12-23 02:24:29.064,2021-12-23 02:24:29.064,-3.58351893845611,True
1249,Prepare Not,2021-12-23 03:24:29.064,2021-12-23 03:24:29.064,-3.58351893845611,True
1249,E-Mail,2021-12-23 04:24:29.064,2021-12-23 04:24:29.064,-3.58351893845611,True
1249,Post,2021-12-23 05:24:29.064,2021-12-23 05:24:29.064,-3.58351893845611,True
1249,Receive Response,2021-12-23 06:24:29.064,2021-12-23 06:24:29.064,-3.58351893845611,True
1249,Archive,2021-12-23 07:24:29.064,2021-12-23 07:24:29.064,-3.58351893845611,True
1250,Register Claim,2021-12-22 22:53:38.181,2021-12-22 22:53:38.181,-5.78074351579233,True
1250,Prepare Questionaire,2021-12-22 23:53:38.181,2021-12-22 23:53:38.181,-5.78074351579233,True
1250,Decide Low,2021-12-23 00:53:38.181,2021-12-23 00:53:38.181,-5.78074351579233,True
1250,Low Ins check,2021-12-23 01:53:38.181,2021-12-23 01:53:38.181,-5.78074351579233,True
1250,Low Med Check,2021-12-23 02:53:38.181,2021-12-23 02:53:38.181,-5.78074351579233,True
1250,Send Questionaire,2021-12-23 03:53:38.181,2021-12-23 03:53:38.181,-5.78074351579233,True
1250,Low Claim Join,2021-12-23 04:53:38.181,2021-12-23 04:53:38.181,-5.78074351579233,True
1250,Prepare Not,2021-12-23 05:53:38.181,2021-12-23 05:53:38.181,-5.78074351579233,True
1250,Phone,2021-12-23 06:53:38.181,2021-12-23 06:53:38.181,-5.78074351579233,True
1250,Post,2021-12-23 07:53:38.181,2021-12-23 07:53:38.181,-5.78074351579233,True
1250,Receive Response,2021-12-23 08:53:38.181,2021-12-23 08:53:38.181,-5.78074351579233,True
1250,Archive,2021-12-23 09:53:38.181,2021-12-23 09:53:38.181,-5.78074351579233,True
1251,Register Claim,2021-12-22 23:37:10.654,2021-12-22 23:37:10.654,-6.643789733147672,True
1251,Decide High,2021-12-23 00:37:10.654,2021-12-23 00:37:10.654,-6.643789733147672,True
1251,Insurance Check,2021-12-23 01:37:10.654,2021-12-23 01:37:10.654,-6.643789733147672,True
1251,Medical Check,2021-12-23 02:37:10.654,2021-12-23 02:37:10.654,-6.643789733147672,True
1251,Contact Hospital,2021-12-23 03:37:10.654,2021-12-23 03:37:10.654,-6.643789733147672,True
1251,Prepare Questionaire,2021-12-23 04:37:10.654,2021-12-23 04:37:10.654,-6.643789733147672,True
1251,Prepare Not,2021-12-23 05:37:10.654,2021-12-23 05:37:10.654,-6.643789733147672,True
1251,Phone,2021-12-23 06:37:10.654,2021-12-23 06:37:10.654,-6.643789733147672,True
1251,Send Questionaire,2021-12-23 07:37:10.654,2021-12-23 07:37:10.654,-6.643789733147672,True
1251,Post,2021-12-23 08:37:10.654,2021-12-23 08:37:10.654,-6.643789733147672,True
1251,Receive Response,2021-12-23 09:37:10.654,2021-12-23 09:37:10.654,-6.643789733147672,True
1251,Archive,2021-12-23 10:37:10.654,2021-12-23 10:37:10.654,-6.643789733147672,True
1252,Register Claim,2021-12-23 02:32:41.689,2021-12-23 02:32:41.689,-5.375278407684165,True
1252,Prepare Questionaire,2021-12-23 03:32:41.689,2021-12-23 03:32:41.689,-5.375278407684165,True
1252,Decide High,2021-12-23 04:32:41.689,2021-12-23 04:32:41.689,-5.375278407684165,True
1252,Insurance Check,2021-12-23 05:32:41.689,2021-12-23 05:32:41.689,-5.375278407684165,True
1252,Send Questionaire,2021-12-23 06:32:41.689,2021-12-23 06:32:41.689,-5.375278407684165,True
1252,Medical Check,2021-12-23 07:32:41.689,2021-12-23 07:32:41.689,-5.375278407684165,True
1252,Contact Hospital,2021-12-23 08:32:41.689,2021-12-23 08:32:41.689,-5.375278407684165,True
1252,Prepare Not,2021-12-23 09:32:41.689,2021-12-23 09:32:41.689,-5.375278407684165,True
1252,Post,2021-12-23 10:32:41.689,2021-12-23 10:32:41.689,-5.375278407684165,True
1252,E-Mail,2021-12-23 11:32:41.689,2021-12-23 11:32:41.689,-5.375278407684165,True
1252,Receive Response,2021-12-23 12:32:41.689,2021-12-23 12:32:41.689,-5.375278407684165,True
1252,Archive,2021-12-23 13:32:41.689,2021-12-23 13:32:41.689,-5.375278407684165,True
1253,Register Claim,2021-12-23 02:53:46.424,2021-12-23 02:53:46.424,-7.049254841255837,True
1253,Decide Low,2021-12-23 03:53:46.424,2021-12-23 03:53:46.424,-7.049254841255837,True
1253,Low Ins check,2021-12-23 04:53:46.424,2021-12-23 04:53:46.424,-7.049254841255837,True
1253,Low Med Check,2021-12-23 05:53:46.424,2021-12-23 05:53:46.424,-7.049254841255837,True
1253,Low Claim Join,2021-12-23 06:53:46.424,2021-12-23 06:53:46.424,-7.049254841255837,True
1253,Prepare Questionaire,2021-12-23 07:53:46.424,2021-12-23 07:53:46.424,-7.049254841255837,True
1253,Prepare Not,2021-12-23 08:53:46.424,2021-12-23 08:53:46.424,-7.049254841255837,True
1253,Phone,2021-12-23 09:53:46.424,2021-12-23 09:53:46.424,-7.049254841255837,True
1253,Post,2021-12-23 10:53:46.424,2021-12-23 10:53:46.424,-7.049254841255837,True
1253,Send Questionaire,2021-12-23 11:53:46.424,2021-12-23 11:53:46.424,-7.049254841255837,True
1253,Receive Response,2021-12-23 12:53:46.424,2021-12-23 12:53:46.424,-7.049254841255837,True
1253,Archive,2021-12-23 13:53:46.424,2021-12-23 13:53:46.424,-7.049254841255837,True
1254,Register Claim,2021-12-23 03:37:11.958,2021-12-23 03:37:11.958,-7.049254841255837,True
1254,Decide Low,2021-12-23 04:37:11.958,2021-12-23 04:37:11.958,-7.049254841255837,True
1254,Low Ins check,2021-12-23 05:37:11.958,2021-12-23 05:37:11.958,-7.049254841255837,True
1254,Low Med Check,2021-12-23 06:37:11.958,2021-12-23 06:37:11.958,-7.049254841255837,True
1254,Low Claim Join,2021-12-23 07:37:11.958,2021-12-23 07:37:11.958,-7.049254841255837,True
1254,Prepare Not,2021-12-23 08:37:11.958,2021-12-23 08:37:11.958,-7.049254841255837,True
1254,Phone,2021-12-23 09:37:11.958,2021-12-23 09:37:11.958,-7.049254841255837,True
1254,Prepare Questionaire,2021-12-23 10:37:11.958,2021-12-23 10:37:11.958,-7.049254841255837,True
1254,Send Questionaire,2021-12-23 11:37:11.958,2021-12-23 11:37:11.958,-7.049254841255837,True
1254,Post,2021-12-23 12:37:11.958,2021-12-23 12:37:11.958,-7.049254841255837,True
1254,Receive Response,2021-12-23 13:37:11.958,2021-12-23 13:37:11.958,-7.049254841255837,True
1254,Archive,2021-12-23 14:37:11.958,2021-12-23 14:37:11.958,-7.049254841255837,True
1255,Register Claim,2021-12-23 04:00:38.353,2021-12-23 04:00:38.353,-4.969813299576001,True
1255,Decide High,2021-12-23 05:00:38.353,2021-12-23 05:00:38.353,-4.969813299576001,True
1255,Insurance Check,2021-12-23 06:00:38.353,2021-12-23 06:00:38.353,-4.969813299576001,True
1255,Prepare Questionaire,2021-12-23 07:00:38.353,2021-12-23 07:00:38.353,-4.969813299576001,True
1255,Medical Check,2021-12-23 08:00:38.353,2021-12-23 08:00:38.353,-4.969813299576001,True
1255,Send Questionaire,2021-12-23 09:00:38.353,2021-12-23 09:00:38.353,-4.969813299576001,True
1255,Contact Hospital,2021-12-23 10:00:38.353,2021-12-23 10:00:38.353,-4.969813299576001,True
1255,Prepare Not,2021-12-23 11:00:38.353,2021-12-23 11:00:38.353,-4.969813299576001,True
1255,E-Mail,2021-12-23 12:00:38.353,2021-12-23 12:00:38.353,-4.969813299576001,True
1255,Post,2021-12-23 13:00:38.353,2021-12-23 13:00:38.353,-4.969813299576001,True
1255,Receive Response,2021-12-23 14:00:38.353,2021-12-23 14:00:38.353,-4.969813299576001,True
1255,Archive,2021-12-23 15:00:38.353,2021-12-23 15:00:38.353,-4.969813299576001,True
1256,Register Claim,2021-12-23 04:08:44.951,2021-12-23 04:08:44.951,-4.68213122712422,True
1256,Prepare Questionaire,2021-12-23 05:08:44.951,2021-12-23 05:08:44.951,-4.68213122712422,True
1256,Send Questionaire,2021-12-23 06:08:44.951,2021-12-23 06:08:44.951,-4.68213122712422,True
1256,Decide High,2021-12-23 07:08:44.951,2021-12-23 07:08:44.951,-4.68213122712422,True
1256,Insurance Check,2021-12-23 08:08:44.951,2021-12-23 08:08:44.951,-4.68213122712422,True
1256,Medical Check,2021-12-23 09:08:44.951,2021-12-23 09:08:44.951,-4.68213122712422,True
1256,Contact Hospital,2021-12-23 10:08:44.951,2021-12-23 10:08:44.951,-4.68213122712422,True
1256,Prepare Not,2021-12-23 11:08:44.951,2021-12-23 11:08:44.951,-4.68213122712422,True
1256,Post,2021-12-23 12:08:44.951,2021-12-23 12:08:44.951,-4.68213122712422,True
1256,E-Mail,2021-12-23 13:08:44.951,2021-12-23 13:08:44.951,-4.68213122712422,True
1256,Receive Response,2021-12-23 14:08:44.951,2021-12-23 14:08:44.951,-4.68213122712422,True
1256,Archive,2021-12-23 15:08:44.951,2021-12-23 15:08:44.951,-4.68213122712422,True
1257,Register Claim,2021-12-23 05:40:11.786,2021-12-23 05:40:11.786,-6.473890696352275,True
1257,Prepare Questionaire,2021-12-23 06:40:11.786,2021-12-23 06:40:11.786,-6.473890696352275,True
1257,Decide Low,2021-12-23 07:40:11.786,2021-12-23 07:40:11.786,-6.473890696352275,True
1257,Low Ins check,2021-12-23 08:40:11.786,2021-12-23 08:40:11.786,-6.473890696352275,True
1257,Low Med Check,2021-12-23 09:40:11.786,2021-12-23 09:40:11.786,-6.473890696352275,True
1257,Low Claim Join,2021-12-23 10:40:11.786,2021-12-23 10:40:11.786,-6.473890696352275,True
1257,Send Questionaire,2021-12-23 11:40:11.786,2021-12-23 11:40:11.786,-6.473890696352275,True
1257,Prepare Not,2021-12-23 12:40:11.786,2021-12-23 12:40:11.786,-6.473890696352275,True
1257,E-Mail,2021-12-23 13:40:11.786,2021-12-23 13:40:11.786,-6.473890696352275,True
1257,Post,2021-12-23 14:40:11.786,2021-12-23 14:40:11.786,-6.473890696352275,True
1257,Receive Response,2021-12-23 15:40:11.786,2021-12-23 15:40:11.786,-6.473890696352275,True
1257,Archive,2021-12-23 16:40:11.786,2021-12-23 16:40:11.786,-6.473890696352275,True
1258,Register Claim,2021-12-23 06:50:32.069,2021-12-23 06:50:32.069,-5.662960480135946,True
1258,Decide High,2021-12-23 07:50:32.069,2021-12-23 07:50:32.069,-5.662960480135946,True
1258,Insurance Check,2021-12-23 08:50:32.069,2021-12-23 08:50:32.069,-5.662960480135946,True
1258,Prepare Questionaire,2021-12-23 09:50:32.069,2021-12-23 09:50:32.069,-5.662960480135946,True
1258,Medical Check,2021-12-23 10:50:32.069,2021-12-23 10:50:32.069,-5.662960480135946,True
1258,Contact Hospital,2021-12-23 11:50:32.069,2021-12-23 11:50:32.069,-5.662960480135946,True
1258,Send Questionaire,2021-12-23 12:50:32.069,2021-12-23 12:50:32.069,-5.662960480135946,True
1258,Prepare Not,2021-12-23 13:50:32.069,2021-12-23 13:50:32.069,-5.662960480135946,True
1258,E-Mail,2021-12-23 14:50:32.069,2021-12-23 14:50:32.069,-5.662960480135946,True
1258,Post,2021-12-23 15:50:32.069,2021-12-23 15:50:32.069,-5.662960480135946,True
1258,Receive Response,2021-12-23 16:50:32.069,2021-12-23 16:50:32.069,-5.662960480135946,True
1258,Archive,2021-12-23 17:50:32.069,2021-12-23 17:50:32.069,-5.662960480135946,True
1259,Register Claim,2021-12-23 07:46:53.142,2021-12-23 07:46:53.142,-7.4547199493640015,True
1259,Decide Low,2021-12-23 08:46:53.142,2021-12-23 08:46:53.142,-7.4547199493640015,True
1259,Low Ins check,2021-12-23 09:46:53.142,2021-12-23 09:46:53.142,-7.4547199493640015,True
1259,Prepare Questionaire,2021-12-23 10:46:53.142,2021-12-23 10:46:53.142,-7.4547199493640015,True
1259,Low Med Check,2021-12-23 11:46:53.142,2021-12-23 11:46:53.142,-7.4547199493640015,True
1259,Low Claim Join,2021-12-23 12:46:53.142,2021-12-23 12:46:53.142,-7.4547199493640015,True
1259,Prepare Not,2021-12-23 13:46:53.142,2021-12-23 13:46:53.142,-7.4547199493640015,True
1259,Send Questionaire,2021-12-23 14:46:53.142,2021-12-23 14:46:53.142,-7.4547199493640015,True
1259,E-Mail,2021-12-23 15:46:53.142,2021-12-23 15:46:53.142,-7.4547199493640015,True
1259,Post,2021-12-23 16:46:53.142,2021-12-23 16:46:53.142,-7.4547199493640015,True
1259,Receive Response,2021-12-23 17:46:53.142,2021-12-23 17:46:53.142,-7.4547199493640015,True
1259,Archive,2021-12-23 18:46:53.142,2021-12-23 18:46:53.142,-7.4547199493640015,True
1260,Register Claim,2021-12-23 08:07:57.987,2021-12-23 08:07:57.987,-6.643789733147672,True
1260,Decide High,2021-12-23 09:07:57.987,2021-12-23 09:07:57.987,-6.643789733147672,True
1260,Insurance Check,2021-12-23 10:07:57.987,2021-12-23 10:07:57.987,-6.643789733147672,True
1260,Medical Check,2021-12-23 11:07:57.987,2021-12-23 11:07:57.987,-6.643789733147672,True
1260,Contact Hospital,2021-12-23 12:07:57.987,2021-12-23 12:07:57.987,-6.643789733147672,True
1260,Prepare Not,2021-12-23 13:07:57.987,2021-12-23 13:07:57.987,-6.643789733147672,True
1260,E-Mail,2021-12-23 14:07:57.987,2021-12-23 14:07:57.987,-6.643789733147672,True
1260,Prepare Questionaire,2021-12-23 15:07:57.987,2021-12-23 15:07:57.987,-6.643789733147672,True
1260,Send Questionaire,2021-12-23 16:07:57.987,2021-12-23 16:07:57.987,-6.643789733147672,True
1260,Post,2021-12-23 17:07:57.987,2021-12-23 17:07:57.987,-6.643789733147672,True
1260,Receive Response,2021-12-23 18:07:57.987,2021-12-23 18:07:57.987,-6.643789733147672,True
1260,Archive,2021-12-23 19:07:57.987,2021-12-23 19:07:57.987,-6.643789733147672,True
1261,Register Claim,2021-12-23 08:12:08.331,2021-12-23 08:12:08.331,-3.58351893845611,True
1261,Decide High,2021-12-23 09:12:08.331,2021-12-23 09:12:08.331,-3.58351893845611,True
1261,Prepare Questionaire,2021-12-23 10:12:08.331,2021-12-23 10:12:08.331,-3.58351893845611,True
1261,Send Questionaire,2021-12-23 11:12:08.331,2021-12-23 11:12:08.331,-3.58351893845611,True
1261,Insurance Check,2021-12-23 12:12:08.331,2021-12-23 12:12:08.331,-3.58351893845611,True
1261,Medical Check,2021-12-23 13:12:08.331,2021-12-23 13:12:08.331,-3.58351893845611,True
1261,Contact Hospital,2021-12-23 14:12:08.331,2021-12-23 14:12:08.331,-3.58351893845611,True
1261,Prepare Not,2021-12-23 15:12:08.331,2021-12-23 15:12:08.331,-3.58351893845611,True
1261,Phone,2021-12-23 16:12:08.331,2021-12-23 16:12:08.331,-3.58351893845611,True
1261,Post,2021-12-23 17:12:08.331,2021-12-23 17:12:08.331,-3.58351893845611,True
1261,Receive Response,2021-12-23 18:12:08.331,2021-12-23 18:12:08.331,-3.58351893845611,True
1261,Archive,2021-12-23 19:12:08.331,2021-12-23 19:12:08.331,-3.58351893845611,True
1262,Register Claim,2021-12-23 10:32:51.550,2021-12-23 10:32:51.550,-3.9889840465642745,True
1262,Prepare Questionaire,2021-12-23 11:32:51.550,2021-12-23 11:32:51.550,-3.9889840465642745,True
1262,Send Questionaire,2021-12-23 12:32:51.550,2021-12-23 12:32:51.550,-3.9889840465642745,True
1262,Decide High,2021-12-23 13:32:51.550,2021-12-23 13:32:51.550,-3.9889840465642745,True
1262,Insurance Check,2021-12-23 14:32:51.550,2021-12-23 14:32:51.550,-3.9889840465642745,True
1262,Medical Check,2021-12-23 15:32:51.550,2021-12-23 15:32:51.550,-3.9889840465642745,True
1262,Contact Hospital,2021-12-23 16:32:51.550,2021-12-23 16:32:51.550,-3.9889840465642745,True
1262,Prepare Not,2021-12-23 17:32:51.550,2021-12-23 17:32:51.550,-3.9889840465642745,True
1262,Phone,2021-12-23 18:32:51.550,2021-12-23 18:32:51.550,-3.9889840465642745,True
1262,Post,2021-12-23 19:32:51.550,2021-12-23 19:32:51.550,-3.9889840465642745,True
1262,Receive Response,2021-12-23 20:32:51.550,2021-12-23 20:32:51.550,-3.9889840465642745,True
1262,Archive,2021-12-23 21:32:51.550,2021-12-23 21:32:51.550,-3.9889840465642745,True
1263,Register Claim,2021-12-23 11:15:36.394,2021-12-23 11:15:36.394,-5.662960480135946,True
1263,Decide High,2021-12-23 12:15:36.394,2021-12-23 12:15:36.394,-5.662960480135946,True
1263,Prepare Questionaire,2021-12-23 13:15:36.394,2021-12-23 13:15:36.394,-5.662960480135946,True
1263,Insurance Check,2021-12-23 14:15:36.394,2021-12-23 14:15:36.394,-5.662960480135946,True
1263,Medical Check,2021-12-23 15:15:36.394,2021-12-23 15:15:36.394,-5.662960480135946,True
1263,Contact Hospital,2021-12-23 16:15:36.394,2021-12-23 16:15:36.394,-5.662960480135946,True
1263,Send Questionaire,2021-12-23 17:15:36.394,2021-12-23 17:15:36.394,-5.662960480135946,True
1263,Prepare Not,2021-12-23 18:15:36.394,2021-12-23 18:15:36.394,-5.662960480135946,True
1263,Phone,2021-12-23 19:15:36.394,2021-12-23 19:15:36.394,-5.662960480135946,True
1263,Post,2021-12-23 20:15:36.394,2021-12-23 20:15:36.394,-5.662960480135946,True
1263,Receive Response,2021-12-23 21:15:36.394,2021-12-23 21:15:36.394,-5.662960480135946,True
1263,Archive,2021-12-23 22:15:36.394,2021-12-23 22:15:36.394,-5.662960480135946,True
1264,Register Claim,2021-12-23 11:34:07.222,2021-12-23 11:34:07.222,-6.356107660695892,True
1264,Decide High,2021-12-23 12:34:07.222,2021-12-23 12:34:07.222,-6.356107660695892,True
1264,Insurance Check,2021-12-23 13:34:07.222,2021-12-23 13:34:07.222,-6.356107660695892,True
1264,Medical Check,2021-12-23 14:34:07.222,2021-12-23 14:34:07.222,-6.356107660695892,True
1264,Contact Hospital,2021-12-23 15:34:07.222,2021-12-23 15:34:07.222,-6.356107660695892,True
1264,Prepare Questionaire,2021-12-23 16:34:07.222,2021-12-23 16:34:07.222,-6.356107660695892,True
1264,Send Questionaire,2021-12-23 17:34:07.222,2021-12-23 17:34:07.222,-6.356107660695892,True
1264,Prepare Not,2021-12-23 18:34:07.222,2021-12-23 18:34:07.222,-6.356107660695892,True
1264,Post,2021-12-23 19:34:07.222,2021-12-23 19:34:07.222,-6.356107660695892,True
1264,Phone,2021-12-23 20:34:07.222,2021-12-23 20:34:07.222,-6.356107660695892,True
1264,Receive Response,2021-12-23 21:34:07.222,2021-12-23 21:34:07.222,-6.356107660695892,True
1264,Archive,2021-12-23 22:34:07.222,2021-12-23 22:34:07.222,-6.356107660695892,True
1265,Register Claim,2021-12-23 12:16:35.422,2021-12-23 12:16:35.422,-7.049254841255837,True
1265,Decide High,2021-12-23 13:16:35.422,2021-12-23 13:16:35.422,-7.049254841255837,True
1265,Insurance Check,2021-12-23 14:16:35.422,2021-12-23 14:16:35.422,-7.049254841255837,True
1265,Medical Check,2021-12-23 15:16:35.422,2021-12-23 15:16:35.422,-7.049254841255837,True
1265,Contact Hospital,2021-12-23 16:16:35.422,2021-12-23 16:16:35.422,-7.049254841255837,True
1265,Prepare Questionaire,2021-12-23 17:16:35.422,2021-12-23 17:16:35.422,-7.049254841255837,True
1265,Prepare Not,2021-12-23 18:16:35.422,2021-12-23 18:16:35.422,-7.049254841255837,True
1265,Post,2021-12-23 19:16:35.422,2021-12-23 19:16:35.422,-7.049254841255837,True
1265,E-Mail,2021-12-23 20:16:35.422,2021-12-23 20:16:35.422,-7.049254841255837,True
1265,Send Questionaire,2021-12-23 21:16:35.422,2021-12-23 21:16:35.422,-7.049254841255837,True
1265,Receive Response,2021-12-23 22:16:35.422,2021-12-23 22:16:35.422,-7.049254841255837,True
1265,Archive,2021-12-23 23:16:35.422,2021-12-23 23:16:35.422,-7.049254841255837,True
1266,Register Claim,2021-12-23 12:23:46.457,2021-12-23 12:23:46.457,-3.58351893845611,True
1266,Decide High,2021-12-23 13:23:46.457,2021-12-23 13:23:46.457,-3.58351893845611,True
1266,Prepare Questionaire,2021-12-23 14:23:46.457,2021-12-23 14:23:46.457,-3.58351893845611,True
1266,Send Questionaire,2021-12-23 15:23:46.457,2021-12-23 15:23:46.457,-3.58351893845611,True
1266,Insurance Check,2021-12-23 16:23:46.457,2021-12-23 16:23:46.457,-3.58351893845611,True
1266,Medical Check,2021-12-23 17:23:46.457,2021-12-23 17:23:46.457,-3.58351893845611,True
1266,Contact Hospital,2021-12-23 18:23:46.457,2021-12-23 18:23:46.457,-3.58351893845611,True
1266,Prepare Not,2021-12-23 19:23:46.457,2021-12-23 19:23:46.457,-3.58351893845611,True
1266,Phone,2021-12-23 20:23:46.457,2021-12-23 20:23:46.457,-3.58351893845611,True
1266,Post,2021-12-23 21:23:46.457,2021-12-23 21:23:46.457,-3.58351893845611,True
1266,Receive Response,2021-12-23 22:23:46.457,2021-12-23 22:23:46.457,-3.58351893845611,True
1266,Archive,2021-12-23 23:23:46.457,2021-12-23 23:23:46.457,-3.58351893845611,True
1267,Register Claim,2021-12-23 13:13:46.451,2021-12-23 13:13:46.451,-6.068425588244111,True
1267,Decide Low,2021-12-23 14:13:46.451,2021-12-23 14:13:46.451,-6.068425588244111,True
1267,Low Ins check,2021-12-23 15:13:46.451,2021-12-23 15:13:46.451,-6.068425588244111,True
1267,Low Med Check,2021-12-23 16:13:46.451,2021-12-23 16:13:46.451,-6.068425588244111,True
1267,Low Claim Join,2021-12-23 17:13:46.451,2021-12-23 17:13:46.451,-6.068425588244111,True
1267,Prepare Questionaire,2021-12-23 18:13:46.451,2021-12-23 18:13:46.451,-6.068425588244111,True
1267,Send Questionaire,2021-12-23 19:13:46.451,2021-12-23 19:13:46.451,-6.068425588244111,True
1267,Prepare Not,2021-12-23 20:13:46.451,2021-12-23 20:13:46.451,-6.068425588244111,True
1267,Phone,2021-12-23 21:13:46.451,2021-12-23 21:13:46.451,-6.068425588244111,True
1267,Post,2021-12-23 22:13:46.451,2021-12-23 22:13:46.451,-6.068425588244111,True
1267,Receive Response,2021-12-23 23:13:46.451,2021-12-23 23:13:46.451,-6.068425588244111,True
1267,Archive,2021-12-24 00:13:46.451,2021-12-24 00:13:46.451,-6.068425588244111,True
1268,Register Claim,2021-12-23 14:12:45.134,2021-12-23 14:12:45.134,-5.375278407684165,True
1268,Prepare Questionaire,2021-12-23 15:12:45.134,2021-12-23 15:12:45.134,-5.375278407684165,True
1268,Send Questionaire,2021-12-23 16:12:45.134,2021-12-23 16:12:45.134,-5.375278407684165,True
1268,Decide Low,2021-12-23 17:12:45.134,2021-12-23 17:12:45.134,-5.375278407684165,True
1268,Low Med Check,2021-12-23 18:12:45.134,2021-12-23 18:12:45.134,-5.375278407684165,True
1268,Low Ins check,2021-12-23 19:12:45.134,2021-12-23 19:12:45.134,-5.375278407684165,True
1268,Low Claim Join,2021-12-23 20:12:45.134,2021-12-23 20:12:45.134,-5.375278407684165,True
1268,Prepare Not,2021-12-23 21:12:45.134,2021-12-23 21:12:45.134,-5.375278407684165,True
1268,Post,2021-12-23 22:12:45.134,2021-12-23 22:12:45.134,-5.375278407684165,True
1268,Phone,2021-12-23 23:12:45.134,2021-12-23 23:12:45.134,-5.375278407684165,True
1268,Receive Response,2021-12-24 00:12:45.134,2021-12-24 00:12:45.134,-5.375278407684165,True
1268,Archive,2021-12-24 01:12:45.134,2021-12-24 01:12:45.134,-5.375278407684165,True
1269,Register Claim,2021-12-23 15:33:12.823,2021-12-23 15:33:12.823,-7.4547199493640015,True
1269,Decide Low,2021-12-23 16:33:12.823,2021-12-23 16:33:12.823,-7.4547199493640015,True
1269,Low Med Check,2021-12-23 17:33:12.823,2021-12-23 17:33:12.823,-7.4547199493640015,True
1269,Low Ins check,2021-12-23 18:33:12.823,2021-12-23 18:33:12.823,-7.4547199493640015,True
1269,Low Claim Join,2021-12-23 19:33:12.823,2021-12-23 19:33:12.823,-7.4547199493640015,True
1269,Prepare Questionaire,2021-12-23 20:33:12.823,2021-12-23 20:33:12.823,-7.4547199493640015,True
1269,Prepare Not,2021-12-23 21:33:12.823,2021-12-23 21:33:12.823,-7.4547199493640015,True
1269,Send Questionaire,2021-12-23 22:33:12.823,2021-12-23 22:33:12.823,-7.4547199493640015,True
1269,E-Mail,2021-12-23 23:33:12.823,2021-12-23 23:33:12.823,-7.4547199493640015,True
1269,Post,2021-12-24 00:33:12.823,2021-12-24 00:33:12.823,-7.4547199493640015,True
1269,Receive Response,2021-12-24 01:33:12.823,2021-12-24 01:33:12.823,-7.4547199493640015,True
1269,Archive,2021-12-24 02:33:12.823,2021-12-24 02:33:12.823,-7.4547199493640015,True
1270,Register Claim,2021-12-23 15:42:31.320,2021-12-23 15:42:31.320,-3.9889840465642745,True
1270,Prepare Questionaire,2021-12-23 16:42:31.320,2021-12-23 16:42:31.320,-3.9889840465642745,True
1270,Send Questionaire,2021-12-23 17:42:31.320,2021-12-23 17:42:31.320,-3.9889840465642745,True
1270,Decide High,2021-12-23 18:42:31.320,2021-12-23 18:42:31.320,-3.9889840465642745,True
1270,Insurance Check,2021-12-23 19:42:31.320,2021-12-23 19:42:31.320,-3.9889840465642745,True
1270,Medical Check,2021-12-23 20:42:31.320,2021-12-23 20:42:31.320,-3.9889840465642745,True
1270,Contact Hospital,2021-12-23 21:42:31.320,2021-12-23 21:42:31.320,-3.9889840465642745,True
1270,Prepare Not,2021-12-23 22:42:31.320,2021-12-23 22:42:31.320,-3.9889840465642745,True
1270,Phone,2021-12-23 23:42:31.320,2021-12-23 23:42:31.320,-3.9889840465642745,True
1270,Post,2021-12-24 00:42:31.320,2021-12-24 00:42:31.320,-3.9889840465642745,True
1270,Receive Response,2021-12-24 01:42:31.320,2021-12-24 01:42:31.320,-3.9889840465642745,True
1270,Archive,2021-12-24 02:42:31.320,2021-12-24 02:42:31.320,-3.9889840465642745,True
1271,Register Claim,2021-12-23 16:51:57.898,2021-12-23 16:51:57.898,-7.049254841255837,True
1271,Decide Low,2021-12-23 17:51:57.898,2021-12-23 17:51:57.898,-7.049254841255837,True
1271,Low Ins check,2021-12-23 18:51:57.898,2021-12-23 18:51:57.898,-7.049254841255837,True
1271,Low Med Check,2021-12-23 19:51:57.898,2021-12-23 19:51:57.898,-7.049254841255837,True
